"Date","District","Meantemp","Totalrain","meanAOI","meanADI","Number.of.Sites","Total.traps","Number.of.positive.traps","Nummosquito.per.1000.traps","Period","year","month","parks","retail_and_recreation","grocery_and_pharmacy","residential","transit_stations","workplaces","fittednum","predictednum","predictedmin","predictedmax"
2020-04-01,"Hong Kong Island & Kowloon",21.6555555555556,62.95,0.042,1.16666666666667,68,3740,157,49,"2020","2020","04",-18.9619333333333,-27.1857,-3.96673333333333,16.1000666666667,-35.3905333333333,-23.0809666666667,0.0396909163677887,0.0333672568361281,0.0229219474812411,0.0471352755097159
2020-04-01,"New Territories East",21.4766666666667,48.8333333333333,0.0645,1.17,24,1320,85,75,"2020","2020","04",-18.9619333333333,-27.1857,-3.96673333333333,16.1000666666667,-35.3905333333333,-23.0809666666667,0.0671581024206075,0.0591208435357272,0.042219054679373,0.0805718704923897
2020-04-01,"New Territories West",21.5786666666667,66.375,0.0477333333333333,1.08,32,1760,84,52,"2020","2020","04",-18.9619333333333,-27.1857,-3.96673333333333,16.1000666666667,-35.3905333333333,-23.0809666666667,0.0482773298132478,0.0424612696999715,0.0301962290344569,0.0580960808696269
2020-05-01,"Hong Kong Island & Kowloon",27.347311827957,331.125,0.08928125,1.303125,68,3740,334,116,"2020","2020","05",-14.8156451612903,-18.8019032258065,-0.691322580645161,11.4378064516129,-25.7557419354839,-12.6680967741935,0.0968745141996518,0.110960428179745,0.0861082385376228,0.140014745827022
2020-05-01,"New Territories East",27.3956989247312,213.833333333333,0.1111,1.27,26,1430,159,141,"2020","2020","05",-14.8156451612903,-18.8019032258065,-0.691322580645161,11.4378064516129,-25.7557419354839,-12.6680967741935,0.12934386834969,0.157074314651007,0.122325756764187,0.19711569384976
2020-05-01,"New Territories West",27.3690322580645,284.375,0.117666666666667,1.28,34,1870,220,151,"2020","2020","05",-14.8156451612903,-18.8019032258065,-0.691322580645161,11.4378064516129,-25.7557419354839,-12.6680967741935,0.0950718604587674,0.104063035954565,0.0787032588976705,0.134229927548563
2020-06-01,"Hong Kong Island & Kowloon",29.1342735042735,330.75,0.174205882352941,1.41176470588235,68,3740,652,246,"2020","2020","06",-18.9095,-13.9905333333333,0.861966666666667,8.3858,-19.2238,-6.72866666666667,0.179265986582608,0.20694379963139,0.153243185850731,0.269462159329525
2020-06-01,"New Territories East",29.1444444444444,408,0.22575,1.625,26,1430,323,367,"2020","2020","06",-18.9095,-13.9905333333333,0.861966666666667,8.3858,-19.2238,-6.72866666666667,0.220418558312776,0.248932926399603,0.186289816106506,0.320479025263286
2020-06-01,"New Territories West",29.0446666666667,186.375,0.1744375,1.5375,34,1870,326,268,"2020","2020","06",-18.9095,-13.9905333333333,0.861966666666667,8.3858,-19.2238,-6.72866666666667,0.172040554924951,0.196944097453585,0.144636663397967,0.258263747629419
2020-07-01,"Hong Kong Island & Kowloon",29.8645161290323,123.325,0.0757647058823529,1.21818181818182,68,3740,283,92,"2020","2020","07",-21.3364838709677,-23.1105806451613,9.96774193548387,12.516064516129,-26.4239032258065,-17.3732258064516,0.075293268857394,0.0863233305162954,0.0722673941632866,0.102226340086731
2020-07-01,"New Territories East",30.2064516129032,62.3333333333333,0.0915833333333333,1.55833333333333,26,1430,131,143,"2020","2020","07",-21.3364838709677,-23.1105806451613,9.96774193548387,12.516064516129,-26.4239032258065,-17.3732258064516,0.0943303114779031,0.109039454693502,0.0912111532340066,0.129071968934055
2020-07-01,"New Territories West",29.7008709677419,76.25,0.060625,1.09285714285714,34,1870,113,66,"2020","2020","07",-21.3364838709677,-23.1105806451613,9.96774193548387,12.516064516129,-26.4239032258065,-17.3732258064516,0.0690369502567234,0.0809165823771223,0.0675286800920847,0.0960950142584487
