"Date","District","Meantemp","Totalrain","meanAOI","meanADI","Number.of.Sites","Total.traps","Number.of.positive.traps","Nummosquito.per.1000.traps","Period","year","month","parks","retail_and_recreation","grocery_and_pharmacy","residential","transit_stations","workplaces","fittednum","predictednum","predictedmin","predictedmax","Nummosquito.per.1000.traps_normal","fittednum_normal","predictednum_normal","predictedmin_normal","predictedmax_normal"
2020-04-01,"Hong Kong Island & Kowloon",21.6555555555556,62.95,0.042,1.16666666666667,68,3740,157,49,2020,2020,4,-18.9619333333333,-27.1857,-3.96673333333333,16.1000666666667,-35.3905333333333,-23.0809666666667,45,38.8433056442967,21.9869435441709,63.90726529622,0.561636606146987,0.515788719930906,0.445220864359039,0.252013721463134,0.732503256920492
2020-04-01,"New Territories East",21.4766666666667,48.8333333333333,0.0645,1.17,24,1320,85,75,2020,2020,4,-18.9619333333333,-27.1857,-3.96673333333333,16.1000666666667,-35.3905333333333,-23.0809666666667,73,63.8827293473484,37.3225656241258,102.070699560936,0.85964786655151,0.83672392344347,0.732222026572475,0.42779018550678,1.16993145486638
2020-04-01,"New Territories West",21.5786666666667,66.375,0.0477333333333333,1.08,32,1760,84,52,2020,2020,4,-18.9619333333333,-27.1857,-3.96673333333333,16.1000666666667,-35.3905333333333,-23.0809666666667,54,47.8552595380692,28.1674869837374,76.0470125662014,0.596022520809047,0.618946463917087,0.5485156235356,0.322854934555831,0.871648694802012
2020-05-01,"Hong Kong Island & Kowloon",27.347311827957,331.125,0.08928125,1.303125,68,3740,334,116,2020,2020,5,-14.8156451612903,-18.8019032258065,-0.691322580645161,11.4378064516129,-25.7557419354839,-12.6680967741935,128,150.186250919827,98.4909793671584,218.026339580445,1.32958870026634,1.46713235891458,1.72143053584799,1.12890080383395,2.4990117022982
2020-05-01,"New Territories East",27.3956989247312,213.833333333333,0.1111,1.27,26,1430,159,141,2020,2020,5,-14.8156451612903,-18.8019032258065,-0.691322580645161,11.4378064516129,-25.7557419354839,-12.6680967741935,173,218.718438257256,141.703667205275,318.395167245389,1.61613798911684,1.98292107884548,2.50694451764438,1.6242034026072,3.64943634990413
2020-05-01,"New Territories West",27.3690322580645,284.375,0.117666666666667,1.28,34,1870,220,151,2020,2020,5,-14.8156451612903,-18.8019032258065,-0.691322580645161,11.4378064516129,-25.7557419354839,-12.6680967741935,126,142.74694531071,90.6100943879915,212.478474316477,1.73075770465704,1.44420841580654,1.63616142657463,1.03857032438224,2.43542222845706
2020-06-01,"Hong Kong Island & Kowloon",29.1342735042735,330.75,0.174205882352941,1.41176470588235,68,3740,652,246,2020,2020,6,-18.9095,-13.9905333333333,0.861966666666667,8.3858,-19.2238,-6.72866666666667,275,326.56100591968,180.644351724985,547.493827563642,2.81964500228895,3.15204217735554,3.74303296050357,2.07054042086619,6.27535867753607
2020-06-01,"New Territories East",29.1444444444444,408,0.22575,1.625,26,1430,323,367,2020,2020,6,-18.9095,-13.9905333333333,0.861966666666667,8.3858,-19.2238,-6.72866666666667,360,419.486704292738,232.667356334205,703.421956028923,4.20654356032539,4.12630975944725,4.80814467189302,2.66682661985172,8.06260245047672
2020-06-01,"New Territories West",29.0446666666667,186.375,0.1744375,1.5375,34,1870,326,268,2020,2020,6,-18.9095,-13.9905333333333,0.861966666666667,8.3858,-19.2238,-6.72866666666667,259,299.651408092252,168.017326025381,496.714166065474,3.0718083764774,2.96865063249122,3.43459591567547,1.92580981148544,5.6933236419213
2020-07-01,"Hong Kong Island & Kowloon",29.8645161290323,123.325,0.0757647058823529,1.21818181818182,68,3740,283,92,2020,2020,7,-21.3364838709677,-23.1105806451613,9.96774193548387,12.516064516129,-26.4239032258065,-17.3732258064516,91,92.0146407363865,66.3332560899548,124.201421308365,1.05450138296985,1.04303941141583,1.05466919467384,0.760309894388595,1.42359315800535
2020-07-01,"New Territories East",30.2064516129032,62.3333333333333,0.0915833333333333,1.55833333333333,26,1430,131,143,2020,2020,7,-21.3364838709677,-23.1105806451613,9.96774193548387,12.516064516129,-26.4239032258065,-17.3732258064516,122,120.766889736727,86.1311044971869,163.928611957067,1.63906193222488,1.39836052959046,1.38422665482985,0.987232269663092,1.87894508714191
2020-07-01,"New Territories West",29.7008709677419,76.25,0.060625,1.09285714285714,34,1870,113,66,2020,2020,7,-21.3364838709677,-23.1105806451613,9.96774193548387,12.516064516129,-26.4239032258065,-17.3732258064516,83,85.7455530704804,60.6143492574601,117.637078215662,0.756490122565329,0.951343638983671,0.98281309017757,0.694759946954449,1.34835284420596
2020-08-01,"Hong Kong Island & Kowloon",28.7161290322581,459.2,0.0617941176470588,1.13636363636364,68,3740,231,70,2020,2020,8,-33.6866451612903,-34.8156451612903,7.94464516129032,17.1244193548387,-34.0599677419355,-27.7142580645161,62,52.4254239745017,34.2803791386163,77.4855676642778,0.80233800878141,0.710642236349249,0.600898718303184,0.392920730547845,0.888137372415055
2020-08-01,"New Territories East",28.589247311828,458.666666666667,0.07525,1.275,26,1430,108,96,2020,2020,8,-33.6866451612903,-34.8156451612903,7.94464516129032,17.1244193548387,-34.0599677419355,-27.7142580645161,92,79.1383499231202,50.2408000826878,119.507344304956,1.10034926918593,1.05450138296985,0.907081515650896,0.57585862139898,1.3697897809199
2020-08-01,"New Territories West",28.012064516129,271.125,0.0504375,1.15,34,1870,94,58,2020,2020,8,-33.6866451612903,-34.8156451612903,7.94464516129032,17.1244193548387,-34.0599677419355,-27.7142580645161,63,55.0190925100364,34.9216246676868,82.9028879173202,0.664794350133168,0.722104207903269,0.63062727327804,0.400270668561194,0.950230543054444
2020-09-01,"Hong Kong Island & Kowloon",28.0733333333333,644.5,0.0658823529411765,1.12121212121212,68,3740,246,74,2020,2020,9,-28.6952,-21.8476,13.1475666666667,10.4000333333333,-22.1429333333333,-13.8856,72,51.6126902829116,26.6197935390919,92.1399543023914,0.84818589499749,0.82526195188945,0.591583187849184,0.30511531631896,1.05610553520273
2020-09-01,"New Territories East",27.8233333333333,452.666666666667,0.08225,1.21666666666667,26,1430,118,100,2020,2020,9,-28.6952,-21.8476,13.1475666666667,10.4000333333333,-22.1429333333333,-13.8856,89,65.8716305633008,39.4783007107355,103.866250629461,1.14619715540201,1.02011546830779,0.755018755733477,0.452499159747503,1.19051201013761
2020-09-01,"New Territories West",27.6133333333333,190.875,0.056375,1.10625,34,1870,105,62,2020,2020,9,-28.6952,-21.8476,13.1475666666667,10.4000333333333,-22.1429333333333,-13.8856,65,50.2548925704511,30.3634418695574,78.4809838444495,0.710642236349249,0.745028151011309,0.576020149092848,0.348024906991011,0.899546804356594
2020-10-01,"Hong Kong Island & Kowloon",25.3924731182796,77.725,0.0422352941176471,1.11724137931034,68,3740,158,47,2020,2020,10,-15.2764838709677,-15.9262903225806,22.5944193548387,8.22587096774194,-15.3133225806452,-13.2949032258065,44,45.5472212505663,26.4061020121164,73.2604059613474,0.538712663038946,0.504326748376886,0.522060954338653,0.302665990115432,0.839708689164931
2020-10-01,"New Territories East",25.0322580645161,59.3333333333333,0.04025,1.08,26,1430,58,44,2020,2020,10,-15.2764838709677,-15.9262903225806,22.5944193548387,8.22587096774194,-15.3133225806452,-13.2949032258065,53,59.5018250336279,35.8291854055592,92.4460106423314,0.504326748376886,0.607484492363067,0.682008225947726,0.410673103922233,1.05961354426505
2020-10-01,"New Territories West",24.916935483871,19.875,0.0359375,1.12142857142857,34,1870,67,40,2020,2020,10,-15.2764838709677,-15.9262903225806,22.5944193548387,8.22587096774194,-15.3133225806452,-13.2949032258065,38,39.4517927068825,24.252329298626,60.4607927646525,0.458478862160806,0.435554919052765,0.452195325761386,0.27797950853958,0.692999886801954
2020-11-01,"Hong Kong Island & Kowloon",23.4477777777778,2.75,0.0205588235294118,1.07777777777778,68,3740,77,22,2020,2020,11,-14.9476666666667,-14.3857666666667,26.5666666666667,6.58103333333333,-13.6048333333333,-4.5572,21,31.3604639033411,16.9909022570452,53.6425061648526,0.252163374188443,0.240701402634423,0.359452745180971,0.194749238347389,0.61484887974789
2020-11-01,"New Territories East",22.9544444444444,2.66666666666667,0.01675,1,26,1430,24,17,2020,2020,11,-14.9476666666667,-14.3857666666667,26.5666666666667,6.58103333333333,-13.6048333333333,-4.5572,26,42.4262447844866,23.8373259303237,70.7245496588688,0.194853516418342,0.298011260404524,0.486288410863681,0.273222751737277,0.810642776360839
2020-11-01,"New Territories West",23.1065714285714,0.375,0.02,1.05555555555556,34,1870,37,21,2020,2020,11,-14.9476666666667,-14.3857666666667,26.5666666666667,6.58103333333333,-13.6048333333333,-4.5572,22,35.064127012437,19.201523045533,59.4782716073551,0.240701402634423,0.252163374188443,0.401904026383102,0.220087310941761,0.681738257245788
2020-12-01,"Hong Kong Island & Kowloon",18.1688172043011,0.8,0.00835294117647059,1.00909090909091,68,3740,31,8,2020,2020,12,-20.9217419354839,-25.9538709677419,23.6958064516129,12.9032258064516,-24.7374516129032,-20.0922258064516,4,0.738442079030712,0.162519121751628,2.05232917308076,0.0916957724321611,0.0458478862160806,0.00846400210414151,0.0018627895505015,0.0235237386013373
