"Date","District","Meantemp","Totalrain","meanAOI","meanADI","Number.of.Sites","Total.traps","Number.of.positive.traps","Nummosquito.per.1000.traps","Period","year","month","parks","retail_and_recreation","grocery_and_pharmacy","residential","transit_stations","workplaces","fittednum","predictednum","predictedmin","predictedmax","meanAOI_normal","fittednum_normal","predictednum_normal","predictedmin_normal","predictedmax_normal"
2020-04-01,"Hong Kong Island & Kowloon",21.6555555555556,62.95,0.042,1.16666666666667,68,3740,157,49,2020,2020,4,-18.9619333333333,-27.1857,-3.96673333333333,16.1000666666667,-35.3905333333333,-23.0809666666667,0.0455427401354283,0.0643172968242369,0.0462003212236886,0.0868807551349493,0.715529391511042,0.775884979448775,1.09573610143527,0.787087803161919,1.48013652037453
2020-04-01,"New Territories East",21.4766666666667,48.8333333333333,0.0645,1.17,24,1320,85,75,2020,2020,4,-18.9619333333333,-27.1857,-3.96673333333333,16.1000666666667,-35.3905333333333,-23.0809666666667,0.0632257663018368,0.085769908572513,0.0623315067227416,0.114609531236792,1.09884870839196,1.07714033547078,1.46121167835352,1.06190535898309,1.95253543207685
2020-04-01,"New Territories West",21.5786666666667,66.375,0.0477333333333333,1.08,32,1760,84,52,2020,2020,4,-18.9619333333333,-27.1857,-3.96673333333333,16.1000666666667,-35.3905333333333,-23.0809666666667,0.0471885352382022,0.0636165576643886,0.0462450947564904,0.0851544822977604,0.813204832256994,0.803923426316386,1.0837980189435,0.787850583606716,1.45072702149891
2020-05-01,"Hong Kong Island & Kowloon",27.347311827957,331.125,0.08928125,1.303125,68,3740,334,116,2020,2020,5,-14.8156451612903,-18.8019032258065,-0.691322580645161,11.4378064516129,-25.7557419354839,-12.6680967741935,0.0960625127626024,0.103928181141712,0.0815093380922478,0.130258969874472,1.52103234490108,1.63656074533444,1.7705635288852,1.38862683541938,2.21914574888419
2020-05-01,"New Territories East",27.3956989247312,213.833333333333,0.1111,1.27,26,1430,159,141,2020,2020,5,-14.8156451612903,-18.8019032258065,-0.691322580645161,11.4378064516129,-25.7557419354839,-12.6680967741935,0.132494247242291,0.159387963674826,0.12522760490875,0.198820643724348,1.89274560468754,2.25722685971405,2.71539934910553,2.13342933192246,3.38719081485515
2020-05-01,"New Territories West",27.3690322580645,284.375,0.117666666666667,1.28,34,1870,220,151,2020,2020,5,-14.8156451612903,-18.8019032258065,-0.691322580645161,11.4378064516129,-25.7557419354839,-12.6680967741935,0.0940925750265653,0.095258420612045,0.0730149566147628,0.121860790359087,2.00461805716983,1.60300007034441,1.62286189849618,1.24391303518491,2.07607088511172
2020-06-01,"Hong Kong Island & Kowloon",29.1342735042735,330.75,0.174205882352941,1.41176470588235,68,3740,652,246,2020,2020,6,-18.9095,-13.9905333333333,0.861966666666667,8.3858,-19.2238,-6.72866666666667,0.173224998712013,0.125889108097231,0.0935670452893507,0.164811048748729,2.96784354756295,2.95113280768828,2.14469897415904,1.59404692812798,2.80778927203511
2020-06-01,"New Territories East",29.1444444444444,408,0.22575,1.625,26,1430,323,367,2020,2020,6,-18.9095,-13.9905333333333,0.861966666666667,8.3858,-19.2238,-6.72866666666667,0.219737473669687,0.160702843532107,0.120457487119299,0.208631195413673,3.84597047937185,3.74353859112012,2.73780018682435,2.05216363003384,3.55432743582302
2020-06-01,"New Territories West",29.0446666666667,186.375,0.1744375,1.5375,34,1870,326,268,2020,2020,6,-18.9095,-13.9905333333333,0.861966666666667,8.3858,-19.2238,-6.72866666666667,0.173896354613869,0.12571815616627,0.0921255029157515,0.166450961064374,2.97178948170732,2.96257030482976,2.14178656627479,1.5694882153323,2.83572749730523
2020-07-01,"Hong Kong Island & Kowloon",29.8645161290323,123.325,0.0757647058823529,1.21818181818182,68,3740,283,92,2020,2020,7,-21.3364838709677,-23.1105806451613,9.96774193548387,12.516064516129,-26.4239032258065,-17.3732258064516,0.0692492958122818,0.0599945335106381,0.0506946169179053,0.0715337240341092,1.29075890233364,1.17975967845548,1.02209171563942,0.863654485622718,1.21867814358679
2020-07-01,"New Territories East",30.2064516129032,62.3333333333333,0.0915833333333333,1.55833333333333,26,1430,131,143,2020,2020,7,-21.3364838709677,-23.1105806451613,9.96774193548387,12.516064516129,-26.4239032258065,-17.3732258064516,0.0892630114677528,0.0796897316478661,0.0682073498934227,0.0940311760191224,1.56025158982269,1.52072162571344,1.35762726656371,1.16200865632908,1.60195405142929
2020-07-01,"New Territories West",29.7008709677419,76.25,0.060625,1.09285714285714,34,1870,113,66,2020,2020,7,-21.3364838709677,-23.1105806451613,9.96774193548387,12.516064516129,-26.4239032258065,-17.3732258064516,0.0667060436176308,0.0594183506595353,0.0496558302880297,0.072089001765653,1.03283260381802,1.13643178094839,1.01227562600017,0.845957286451654,1.22813808495277
2020-08-01,"Hong Kong Island & Kowloon",28.7161290322581,459.2,0.0617941176470588,1.13636363636364,68,3740,231,70,2020,2020,8,-33.6866451612903,-34.8156451612903,7.94464516129032,17.1244193548387,-34.0599677419355,-27.7142580645161,0.0592216126524975,0.0689855390715265,0.0589544434853268,0.0801306357366729,1.05275017616576,1.00892391584629,1.17526620940263,1.004372311284,1.36513869119177
2020-08-01,"New Territories East",28.589247311828,458.666666666667,0.07525,1.275,26,1430,108,96,2020,2020,8,-33.6866451612903,-34.8156451612903,7.94464516129032,17.1244193548387,-34.0599677419355,-27.7142580645161,0.0794258565575567,0.0971875116993059,0.0806519296405936,0.115683278574799,1.28199015979062,1.35313178125885,1.65572669306373,1.37401966999822,1.97082823634829
